geneName,geneID,zScore
NOTCH4,ENSG00000204301,-0.196445904
NOTCH4,ENSG00000206312,-0.196445904
NOTCH4,ENSG00000232339,-0.196445904
NOTCH4,ENSG00000234876,-0.196445904
NOTCH4,ENSG00000235396,-0.196445904
ITPRID2,ENSG00000138434,-0.196258232
LRRC75A,ENSG00000181350,-0.196221133
HINFP,ENSG00000172273,-0.19611908
IL1RAPL2,ENSG00000189108,-0.196003053
PINX1,ENSG00000284764,-0.195822982
PINX1,ENSG00000254093,-0.195822982
FAM131B,ENSG00000159784,-0.195748898
LRRC28,ENSG00000168904,-0.195255212
BAHD1,ENSG00000140320,-0.195199186
SLC25A13,ENSG00000004864,-0.194904643
MYO9A,ENSG00000066933,-0.194602721
CMC4,ENSG00000182712,-0.194590175
OTULIN,ENSG00000154124,-0.19450685
TACO1,ENSG00000136463,-0.194097755
KCNH6,ENSG00000173826,-0.194085343
POLB,ENSG00000070501,-0.193691865
PREB,ENSG00000138073,-0.193576812
COX8A,ENSG00000176340,-0.19326551
LRIG3,ENSG00000139263,-0.193073122
OR4F15,ENSG00000182854,-0.192950734
ITM2B,ENSG00000136156,-0.192908987
DCUN1D3,ENSG00000188215,-0.19279662
SCN3B,ENSG00000166257,-0.192548425
YRDC,ENSG00000196449,-0.192255516
TSHZ1,ENSG00000179981,-0.1921613
DEF8,ENSG00000140995,-0.191795738
MST1R,ENSG00000164078,-0.191748975
RPL12,ENSG00000197958,-0.191568571
RBM19,ENSG00000122965,-0.191428015
EMB,ENSG00000170571,-0.190899105
TNIP3,ENSG00000050730,-0.190622816
AFG3L2,ENSG00000141385,-0.190547283
OR6A2,ENSG00000184933,-0.190140249
CPM,ENSG00000135678,-0.190058283
PITPNA,ENSG00000174238,-0.189908288
B4GALNT4,ENSG00000182272,-0.189670438
MCEMP1,ENSG00000183019,-0.189422553
KCND1,ENSG00000102057,-0.189410835
SHBG,ENSG00000129214,-0.189186456
AHCYL2,ENSG00000158467,-0.188974195
KRTAP27-1,ENSG00000206107,-0.188897393
UFSP1,ENSG00000176125,-0.18881473
DMD,ENSG00000198947,-0.188789724
HPF1,ENSG00000056050,-0.188461563
MFSD6,ENSG00000151690,-0.188459534
PLSCR4,ENSG00000114698,-0.18840199
SLC25A37,ENSG00000147454,-0.188399033
SFRP4,ENSG00000106483,-0.188310084
RAB6B,ENSG00000154917,-0.18827469
TBCK,ENSG00000145348,-0.188226025
ACADM,ENSG00000117054,-0.188022623
F11,ENSG00000088926,-0.187609893
HELLS,ENSG00000119969,-0.187434793
MUSK,ENSG00000030304,-0.187289341
DNAJB12,ENSG00000148719,-0.187243176
OR51G2,ENSG00000176893,-0.186923879
RPN1,ENSG00000163902,-0.186890061
OR1Q1,ENSG00000165202,-0.186776818
CLEC4G,ENSG00000182566,-0.186582023
HIST1H4D,ENSG00000277157,-0.186512185
SYF2,ENSG00000117614,-0.186493465
MBOAT2,ENSG00000143797,-0.186430791
AMER2,ENSG00000165566,-0.186265745
GEMIN5,ENSG00000082516,-0.186251031
ARHGAP5,ENSG00000100852,-0.186204429
OR5B12,ENSG00000172362,-0.185992057
FUT6,ENSG00000156413,-0.185944144
MARF1,ENSG00000166783,-0.185860406
MARF1,ENSG00000277140,-0.185860406
ALS2CR12,ENSG00000155749,-0.185842688
FOXG1,ENSG00000176165,-0.185786575
GPX2,ENSG00000176153,-0.185643136
KRTAP3-3,ENSG00000212899,-0.185633979
KRTAP3-3,ENSG00000263101,-0.185633979
CEP350,ENSG00000135837,-0.185576814
ARHGEF5,ENSG00000050327,-0.185133449
ARHGEF5,ENSG00000284933,-0.185133449
VNN2,ENSG00000112303,-0.18509133
TERF2IP,ENSG00000166848,-0.184933746
HLX,ENSG00000136630,-0.184660234
TBC1D26,ENSG00000214946,-0.184443294
FBXO48,ENSG00000204923,-0.184231344
DEFB114,ENSG00000177684,-0.184075527
NEFL,ENSG00000277586,-0.183968851
RCAN1,ENSG00000159200,-0.18393279
RSAD1,ENSG00000136444,-0.183911411
NUP88,ENSG00000108559,-0.183870699
SNRNP25,ENSG00000161981,-0.183751967
TMED5,ENSG00000117500,-0.183733109
KIAA0232,ENSG00000170871,-0.183595413
ENSA,ENSG00000143420,-0.18340903
OSBPL11,ENSG00000144909,-0.183129517
ROS1,ENSG00000047936,-0.183069641
SCT,ENSG00000070031,-0.183005204
SCT,ENSG00000274473,-0.183005204
OR4C46,ENSG00000185926,-0.183002691
TRIM50,ENSG00000146755,-0.182861051
GOLIM4,ENSG00000173905,-0.182824385
CYTH4,ENSG00000100055,-0.182669916
GAB4,ENSG00000215568,-0.182652491
RAB14,ENSG00000119396,-0.182616637
CPB2,ENSG00000080618,-0.182404265
SLC17A1,ENSG00000124568,-0.1822839
SMIM3,ENSG00000256235,-0.182185062
GPR173,ENSG00000184194,-0.182143113
CPT1C,ENSG00000169169,-0.181998278
IGSF11,ENSG00000144847,-0.181900105
C1QB,ENSG00000173369,-0.181848694
IVL,ENSG00000163207,-0.181667232
PDE7A,ENSG00000205268,-0.181648092
SWT1,ENSG00000116668,-0.181474764
NDUFS6,ENSG00000145494,-0.181335238
STARD3NL,ENSG00000010270,-0.181304686
OAF,ENSG00000184232,-0.181290304
TBX20,ENSG00000164532,-0.180996692
APBB2,ENSG00000163697,-0.180943903
OR5AN1,ENSG00000176495,-0.180764666
PHYHD1,ENSG00000175287,-0.180456064
CCNL2,ENSG00000221978,-0.180095773
NKX2-8,ENSG00000136327,-0.18004674
OPN1SW,ENSG00000128617,-0.180035675
B2M,ENSG00000273686,-0.17999304
B2M,ENSG00000166710,-0.17999304
ABLIM3,ENSG00000173210,-0.179876275
BCAP31,ENSG00000185825,-0.179056734
GPD1,ENSG00000167588,-0.178940293
FAM168B,ENSG00000152102,-0.178938111
RAD50,ENSG00000113522,-0.178804649
EXOG,ENSG00000157036,-0.17875391
NAALADL1,ENSG00000168060,-0.178721606
VSX1,ENSG00000100987,-0.178601732
HTR3A,ENSG00000166736,-0.178522573
TDRD10,ENSG00000163239,-0.178184287
CCNYL1,ENSG00000163249,-0.178160112
USB1,ENSG00000103005,-0.178094839
NOL4L,ENSG00000197183,-0.17796545
DYNC2H1,ENSG00000187240,-0.177950318
SC5D,ENSG00000109929,-0.177731185
NUP188,ENSG00000095319,-0.177691738
PNPLA1,ENSG00000180316,-0.177672573
GTF3C2,ENSG00000115207,-0.177537654
MIEN1,ENSG00000141741,-0.177512618
EPS8L1,ENSG00000131037,-0.177439523
PRMT9,ENSG00000164169,-0.177103069
CYP2C18,ENSG00000108242,-0.176949964
HEBP1,ENSG00000013583,-0.17676471
SMUG1,ENSG00000123415,-0.176731736
LAMTOR1,ENSG00000149357,-0.176721789
NHSL2,ENSG00000204131,-0.176324407
MRPL28,ENSG00000086504,-0.176315755
PIP5K1B,ENSG00000107242,-0.176198497
TRPA1,ENSG00000104321,-0.17613753
MTHFD1L,ENSG00000120254,-0.176006641
SSC4D,ENSG00000146700,-0.175854788
MRTFB,ENSG00000186260,-0.175817604
KCNH4,ENSG00000089558,-0.175717403
DYNC1LI1,ENSG00000144635,-0.17548424
OR2T12,ENSG00000177201,-0.175445541
COLGALT2,ENSG00000198756,-0.175425535
ANO6,ENSG00000177119,-0.175379905
KIZ,ENSG00000088970,-0.175174825
ROPN1,ENSG00000065371,-0.175130968
C1QTNF1,ENSG00000173918,-0.175059631
NELFCD,ENSG00000101158,-0.175020497
COL9A3,ENSG00000092758,-0.17489327
MBOAT7,ENSG00000277733,-0.174802459
MBOAT7,ENSG00000277923,-0.174802459
MBOAT7,ENSG00000125505,-0.174802459
MBOAT7,ENSG00000276935,-0.174802459
MBOAT7,ENSG00000273592,-0.174802459
MBOAT7,ENSG00000277025,-0.174802459
MBOAT7,ENSG00000278519,-0.174802459
MBOAT7,ENSG00000278322,-0.174802459
MBOAT7,ENSG00000274194,-0.174802459
MBOAT7,ENSG00000275118,-0.174802459
TMEM74B,ENSG00000125895,-0.174452648
NAALADL2,ENSG00000177694,-0.174448819
MDGA2,ENSG00000139915,-0.174258961
MDM1,ENSG00000111554,-0.174119633
NOS1AP,ENSG00000198929,-0.173889888
NANOS2,ENSG00000188425,-0.173754781
HSD11B2,ENSG00000176387,-0.173335977
LNX2,ENSG00000139517,-0.17329941
HIST1H2BF,ENSG00000277224,-0.173273529
SLC12A1,ENSG00000074803,-0.172962793
RNF219,ENSG00000152193,-0.172914921
REV1,ENSG00000135945,-0.172735036
A2ML1,ENSG00000166535,-0.172710806
APOD,ENSG00000189058,-0.172602312
ZNF253,ENSG00000256771,-0.172342356
DPH6,ENSG00000134146,-0.17196561
SPANXN5,ENSG00000204363,-0.17185735
MYADM,ENSG00000179820,-0.171697824
RETREG1,ENSG00000154153,-0.171602455
SLC35F3,ENSG00000183780,-0.171579444
ORAI3,ENSG00000175938,-0.17155692
KRT12,ENSG00000187242,-0.17155083
KRT12,ENSG00000263243,-0.17155083
RRAGD,ENSG00000025039,-0.171530115
CSTF2,ENSG00000101811,-0.171504361
BBS9,ENSG00000122507,-0.171326417
SLC9B1,ENSG00000164037,-0.170921991
OR5J2,ENSG00000174957,-0.170905833
INO80D,ENSG00000283510,-0.170697764
INO80D,ENSG00000114933,-0.170697764
PDCL,ENSG00000136940,-0.170127662
MSN,ENSG00000147065,-0.169988574
ROPN1L,ENSG00000145491,-0.169742771
TNFRSF25,ENSG00000215788,-0.169645242
TNFRSF25,ENSG00000215788,-0.169645242
GLIS1,ENSG00000174332,-0.169523807
AKR1A1,ENSG00000117448,-0.169436811
SETX,ENSG00000107290,-0.169328036
IL7R,ENSG00000168685,-0.169140435
PDCD1,ENSG00000276977,-0.169057924
PDCD1,ENSG00000188389,-0.169057924
GHRHR,ENSG00000106128,-0.168984895
HRASLS,ENSG00000127252,-0.168913118
GTSF1,ENSG00000170627,-0.168839256
CSF1R,ENSG00000182578,-0.16883814
MSL2,ENSG00000174579,-0.168756538
GRIN2C,ENSG00000161509,-0.168738686
NDUFC1,ENSG00000109390,-0.168610534
ERBB3,ENSG00000065361,-0.168491936
RAB11FIP2,ENSG00000107560,-0.168465742
XK,ENSG00000047597,-0.168431528
C19orf44,ENSG00000105072,-0.168403648
FAM71D,ENSG00000172717,-0.168376167
VRK2,ENSG00000028116,-0.168318451
SKP2,ENSG00000145604,-0.168241185
LIX1L,ENSG00000271601,-0.168190614
POLK,ENSG00000122008,-0.168043659
DZIP1,ENSG00000134874,-0.167891578
KRBA1,ENSG00000133619,-0.167884313
TRIM3,ENSG00000110171,-0.167760773
PPP4R3B,ENSG00000275052,-0.167705336
SAMD11,ENSG00000187634,-0.167661729
CKMT2,ENSG00000131730,-0.167620279
MYCBPAP,ENSG00000136449,-0.167613178
ZFYVE27,ENSG00000155256,-0.167455154
VPS36,ENSG00000136100,-0.167415498
MTURN,ENSG00000180354,-0.16734324
JAK2,ENSG00000096968,-0.167203758
AVPI1,ENSG00000119986,-0.16684847
C1QTNF9,ENSG00000240654,-0.166842868
KDELC1,ENSG00000134901,-0.166744492
SLC25A24,ENSG00000085491,-0.165853788
SLC25A24,ENSG00000284468,-0.165853788
RABGGTA,ENSG00000100949,-0.165652551
RABGGTA,ENSG00000285193,-0.165652551
TBX21,ENSG00000073861,-0.165636279
HLA-DPA1,ENSG00000231389,-0.16550772
HLA-DPA1,ENSG00000235844,-0.16550772
HLA-DPA1,ENSG00000236177,-0.16550772
HLA-DPA1,ENSG00000168384,-0.16550772
HLA-DPA1,ENSG00000224103,-0.16550772
HLA-DPA1,ENSG00000228163,-0.16550772
HLA-DPA1,ENSG00000206291,-0.16550772
HLA-DPA1,ENSG00000229685,-0.16550772
MNS1,ENSG00000138587,-0.165472726
STK36,ENSG00000163482,-0.165463057
ATAD2,ENSG00000156802,-0.165428045
MYO3B,ENSG00000071909,-0.165349842
ZNF277,ENSG00000198839,-0.165005299
LALBA,ENSG00000167531,-0.164882087
ANGPT2,ENSG00000091879,-0.164820708
SNX11,ENSG00000002919,-0.164800952
GINS4,ENSG00000147536,-0.164698476
XKR3,ENSG00000172967,-0.164643205
AP1M2,ENSG00000129354,-0.16442697
VNN1,ENSG00000112299,-0.16440771
ADGRF2,ENSG00000164393,-0.164392519
ZC3H7A,ENSG00000122299,-0.164248424
DEFB112,ENSG00000180872,-0.163964977
PDP1,ENSG00000164951,-0.163768341
STXBP5,ENSG00000164506,-0.16371324
LOXL2,ENSG00000134013,-0.163701768
PHOSPHO2,ENSG00000144362,-0.163453491
SLC25A23,ENSG00000125648,-0.163431558
CMPK2,ENSG00000134326,-0.163363395
SMIM11A,ENSG00000205670,-0.163228118
GDI1,ENSG00000203879,-0.163192733
NFYA,ENSG00000001167,-0.163074561
FAM217A,ENSG00000145975,-0.162969691
TMEM254,ENSG00000133678,-0.162883738
SLC22A7,ENSG00000137204,-0.162796192
KLHL20,ENSG00000076321,-0.16264894
ENPP4,ENSG00000001561,-0.162562094
ADAMTSL4,ENSG00000143382,-0.162515911
PPP1R13B,ENSG00000088808,-0.162494257
COMMD1,ENSG00000173163,-0.162367687
APOOL,ENSG00000155008,-0.162182157
OR3A2,ENSG00000221882,-0.162140632
CT83,ENSG00000204019,-0.162060927
EPB41L4B,ENSG00000095203,-0.162004703
E2F4,ENSG00000205250,-0.161758451
PHACTR4,ENSG00000204138,-0.161632742
RNF144B,ENSG00000137393,-0.161571388
MMD2,ENSG00000136297,-0.161547303
PSD4,ENSG00000125637,-0.161507136
RHBDL3,ENSG00000141314,-0.161506103
ENO1,ENSG00000074800,-0.161502346
GPR149,ENSG00000174948,-0.161448512
MROH2B,ENSG00000171495,-0.161296914
SMAD1,ENSG00000170365,-0.161228347
ARL13B,ENSG00000169379,-0.161184172
COX7C,ENSG00000127184,-0.16109329
CCBE1,ENSG00000183287,-0.16108233
KRT16,ENSG00000186832,-0.16103717
NKX3-2,ENSG00000109705,-0.160914829
FUNDC1,ENSG00000069509,-0.160767277
KIF1B,ENSG00000054523,-0.160695466
KRTAP19-6,ENSG00000186925,-0.160661847
EAPP,ENSG00000129518,-0.160633603
IDUA,ENSG00000127415,-0.160590191
FAM24A,ENSG00000203795,-0.160581886
SMPDL3B,ENSG00000130768,-0.160565576
TDO2,ENSG00000151790,-0.160542702
TDO2,ENSG00000262635,-0.160542702
CDRT15,ENSG00000223510,-0.160535133
TACR1,ENSG00000115353,-0.160494486
SHMT1,ENSG00000176974,-0.160425218
DEFB128,ENSG00000185982,-0.160333475
AWAT2,ENSG00000147160,-0.160273237
PITPNB,ENSG00000180957,-0.160173011
AKAP9,ENSG00000127914,-0.160030845
TRMT10B,ENSG00000165275,-0.159881761
ROPN1B,ENSG00000114547,-0.15985641
TIGD3,ENSG00000173825,-0.159079951
MFN1,ENSG00000171109,-0.159008714
C17orf64,ENSG00000141371,-0.158757889
MAPKAPK3,ENSG00000114738,-0.158741611
TMEM155,ENSG00000164112,-0.15860437
HLA-E,ENSG00000230254,-0.158506307
HLA-E,ENSG00000206493,-0.158506307
HLA-E,ENSG00000236632,-0.158506307
HLA-E,ENSG00000233904,-0.158506307
HLA-E,ENSG00000229252,-0.158506307
HLA-E,ENSG00000204592,-0.158506307
HLA-E,ENSG00000225201,-0.158506307
GRK7,ENSG00000114124,-0.158475594
NLGN2,ENSG00000169992,-0.158474858
NLGN2,ENSG00000283859,-0.158474858
APPBP2,ENSG00000062725,-0.158330828
YJEFN3,ENSG00000250067,-0.158130046
NIPSNAP1,ENSG00000184117,-0.158009693
PSMB9,ENSG00000242711,-0.157986136
PSMB9,ENSG00000243958,-0.157986136
PSMB9,ENSG00000240118,-0.157986136
PSMB9,ENSG00000240065,-0.157986136
PSMB9,ENSG00000243594,-0.157986136
PSMB9,ENSG00000240508,-0.157986136
PSMB9,ENSG00000243067,-0.157986136
PSMB9,ENSG00000239836,-0.157986136
CAV3,ENSG00000182533,-0.157981289
HMGCL,ENSG00000117305,-0.157868512
SPG21,ENSG00000090487,-0.157859961
TPGS2,ENSG00000134779,-0.157711624
CCNC,ENSG00000112237,-0.157687506
AMELX,ENSG00000125363,-0.157609298
NEXMIF,ENSG00000050030,-0.157433506
CDC42EP4,ENSG00000179604,-0.157427388
GSTA1,ENSG00000243955,-0.157316415
C3orf38,ENSG00000179021,-0.15724827
ZNF831,ENSG00000124203,-0.15722297
KRT18,ENSG00000111057,-0.156736966
AIPL1,ENSG00000129221,-0.156301056
C10orf55,ENSG00000222047,-0.156280275
KDELR1,ENSG00000105438,-0.156269117
TIMM9,ENSG00000100575,-0.156268824
WIPI2,ENSG00000157954,-0.156068154
PDE4D,ENSG00000113448,-0.155988367
MFSD4A,ENSG00000174514,-0.155939041
SEMA4A,ENSG00000196189,-0.155723297
MAGED2,ENSG00000102316,-0.155627254
ASB9,ENSG00000102048,-0.155602037
MAP2K6,ENSG00000108984,-0.155245505
AES,ENSG00000104964,-0.155073386
PDGFB,ENSG00000100311,-0.155021975
MLN,ENSG00000096395,-0.154991394
PRKAA2,ENSG00000162409,-0.154871344
PITPNM1,ENSG00000110697,-0.154793823
F11R,ENSG00000158769,-0.154552368
HNRNPA1,ENSG00000135486,-0.154483662
OR5P3,ENSG00000280808,-0.154416523
OR5P3,ENSG00000182334,-0.154416523
OR5P3,ENSG00000278253,-0.154416523
HPGDS,ENSG00000163106,-0.154321841
ZNF468,ENSG00000204604,-0.154223998
RPS6KB1,ENSG00000108443,-0.154212746
MYO1B,ENSG00000128641,-0.15415532
ZNF25,ENSG00000175395,-0.153919727
RTN1,ENSG00000139970,-0.153879303
EPHB1,ENSG00000154928,-0.153751466
RASAL1,ENSG00000111344,-0.153745016
TUBGCP2,ENSG00000130640,-0.153651048
LTBP2,ENSG00000119681,-0.153582322
GLDC,ENSG00000178445,-0.153354482
PA2G4,ENSG00000170515,-0.153165914
XPO7,ENSG00000130227,-0.153132179
PECAM1,ENSG00000261371,-0.153019798
TMEM45A,ENSG00000181458,-0.152746147
TAS1R2,ENSG00000179002,-0.152743135
CILP,ENSG00000138615,-0.152682744
ATG16L2,ENSG00000168010,-0.152638895
OR9A4,ENSG00000258083,-0.152584569
KBTBD2,ENSG00000170852,-0.152422622
YIPF6,ENSG00000181704,-0.152374267
CUZD1,ENSG00000138161,-0.152368458
ENTPD8,ENSG00000188833,-0.152346261
C12orf45,ENSG00000151131,-0.152330818
MLNR,ENSG00000102539,-0.152241031
EDF1,ENSG00000107223,-0.15204061
MRAP2,ENSG00000135324,-0.151936671
MMP16,ENSG00000156103,-0.151648276
ME2,ENSG00000082212,-0.15161209
COTL1,ENSG00000103187,-0.151385787
IFT20,ENSG00000109083,-0.151355373
FOXJ1,ENSG00000129654,-0.151027346
KLHL14,ENSG00000197705,-0.150765284
SLFN13,ENSG00000154760,-0.150704749
TSSK6,ENSG00000178093,-0.150381221
IPO7,ENSG00000205339,-0.150010842
GALNT7,ENSG00000109586,-0.149949567
HARBI1,ENSG00000180423,-0.149763377
PLEKHO1,ENSG00000023902,-0.1497038
LGALS7,ENSG00000283082,-0.149657672
LGALS7B,ENSG00000178934,-0.149657672
NUBP1,ENSG00000103274,-0.149554288
DDO,ENSG00000203797,-0.149326033
MECOM,ENSG00000085276,-0.149089952
THEMIS2,ENSG00000130775,-0.148913069
AQP4,ENSG00000171885,-0.14886046
RNASEL,ENSG00000135828,-0.148668286
OXSM,ENSG00000151093,-0.148629904
PISD,ENSG00000241878,-0.148586362
SLC39A3,ENSG00000141873,-0.148354645
FAM9C,ENSG00000187268,-0.148225905
KRT73,ENSG00000186049,-0.148200482
TAC1,ENSG00000006128,-0.148037491
PIGZ,ENSG00000119227,-0.147943596
ANKRD28,ENSG00000206560,-0.147897296
GPIHBP1,ENSG00000277494,-0.14784938
PPFIA3,ENSG00000177380,-0.147836077
MED23,ENSG00000112282,-0.147801086
DCLRE1C,ENSG00000152457,-0.147761916
PTPN12,ENSG00000127947,-0.14760481
CDKN1C,ENSG00000273707,-0.14744761
CDKN1C,ENSG00000129757,-0.14744761
COL20A1,ENSG00000101203,-0.147390076
MEX3C,ENSG00000176624,-0.147240024
ARHGAP22,ENSG00000128805,-0.146924023
ITGB4,ENSG00000132470,-0.146891263
THBD,ENSG00000178726,-0.146828139
OR10V1,ENSG00000172289,-0.146768623
FAM218A,ENSG00000250486,-0.146713045
PSME3,ENSG00000131467,-0.146664932
UPK1B,ENSG00000114638,-0.146638465
TSPAN31,ENSG00000135452,-0.146521547
HMGN4,ENSG00000182952,-0.146482262
TBC1D4,ENSG00000136111,-0.146390089
KEAP1,ENSG00000079999,-0.1463698
NKX2-3,ENSG00000119919,-0.146131866
CRB2,ENSG00000148204,-0.146028579
SEMA5A,ENSG00000112902,-0.145834895
TRMT1L,ENSG00000121486,-0.145742544
FAM180A,ENSG00000189320,-0.145703295
RFX5,ENSG00000143390,-0.145656395
TBX6,ENSG00000149922,-0.145656395
AOC3,ENSG00000131471,-0.145564788
KLHDC4,ENSG00000104731,-0.1450702
INPP5F,ENSG00000198825,-0.145042396
STX5,ENSG00000162236,-0.144750999
NRDC,ENSG00000078618,-0.144748196
FBXO30,ENSG00000118496,-0.144680264
RASSF10,ENSG00000189431,-0.144414166
PAQR3,ENSG00000163291,-0.144322367
REL,ENSG00000162924,-0.144237273
ZNF382,ENSG00000161298,-0.1440523
FOS,ENSG00000170345,-0.144007383
STXBP1,ENSG00000136854,-0.143969757
ASIC3,ENSG00000213199,-0.143962455
ZNF511,ENSG00000198546,-0.143789807
TEKT2,ENSG00000092850,-0.143736092
CEP83,ENSG00000173588,-0.143721538
KCNQ1,ENSG00000282076,-0.14369741
KCNQ1,ENSG00000053918,-0.14369741
VBP1,ENSG00000155959,-0.143384403
CALY,ENSG00000130643,-0.143375449
SCNM1,ENSG00000163156,-0.14329128
PPHLN1,ENSG00000134283,-0.143108656
CCER1,ENSG00000197651,-0.143027923
RECQL4,ENSG00000160957,-0.142976024
OR1M1,ENSG00000170929,-0.142819443
BMP10,ENSG00000163217,-0.142816081
PASK,ENSG00000115687,-0.142607202
H1FOO,ENSG00000178804,-0.142356149
SOST,ENSG00000167941,-0.142353041
MYOF,ENSG00000138119,-0.142332783
MCFD2,ENSG00000180398,-0.14220261
ALPP,ENSG00000163283,-0.142127385
C11orf49,ENSG00000149179,-0.142102991
SYN1,ENSG00000008056,-0.142086999
GLTP,ENSG00000139433,-0.141858964
TM9SF1,ENSG00000285465,-0.141730625
TM9SF1,ENSG00000100926,-0.141730625
OR6B3,ENSG00000178586,-0.141685898
STX19,ENSG00000178750,-0.141670883
CYLC1,ENSG00000183035,-0.141466161
TXLNG,ENSG00000086712,-0.141393566
TMEM223,ENSG00000168569,-0.14130788
ADIPOR2,ENSG00000006831,-0.14038525
ADIPOR2,ENSG00000285070,-0.14038525
C1orf94,ENSG00000142698,-0.140235609
DCN,ENSG00000011465,-0.140080758
CYB561A3,ENSG00000162144,-0.139940134
TAAR6,ENSG00000146383,-0.139914708
NCF2,ENSG00000116701,-0.139888767
GLS2,ENSG00000135423,-0.139851002
RAB42,ENSG00000188060,-0.139672366
KRTAP17-1,ENSG00000263341,-0.139663616
KRTAP17-1,ENSG00000186860,-0.139663616
CNNM1,ENSG00000119946,-0.139663325
STAT3,ENSG00000168610,-0.139547522
CCDC71,ENSG00000177352,-0.139334404
GPRIN3,ENSG00000185477,-0.139125501
LRFN5,ENSG00000165379,-0.138725466
TTLL2,ENSG00000120440,-0.138719617
KLHL42,ENSG00000087448,-0.138522952
ZAP70,ENSG00000115085,-0.138270839
GNS,ENSG00000135677,-0.138226142
SECISBP2L,ENSG00000138593,-0.138157929
IFIT2,ENSG00000119922,-0.138124355
MAP3K7CL,ENSG00000156265,-0.137915269
LRRC7,ENSG00000033122,-0.13780544
KRT71,ENSG00000139648,-0.137717398
ZMYM4,ENSG00000146463,-0.137636653
GMEB1,ENSG00000162419,-0.137548316
TLE4,ENSG00000106829,-0.137472636
ZNF560,ENSG00000198028,-0.137328801
GPR84,ENSG00000139572,-0.137142745
NT5C1A,ENSG00000116981,-0.137071971
DKK3,ENSG00000050165,-0.13689702
COL4A5,ENSG00000188153,-0.136868819
OR4C13,ENSG00000258817,-0.136808959
RPS6KA3,ENSG00000177189,-0.136801439
TAS2R45,ENSG00000261936,-0.136544688
TIMP2,ENSG00000035862,-0.13647402
CD163,ENSG00000177575,-0.13640073
EEF1AKMT1,ENSG00000150456,-0.136197335
SUMF1,ENSG00000144455,-0.136192477
RNASET2,ENSG00000026297,-0.136030635
MAP2K2,ENSG00000126934,-0.136008387
PROP1,ENSG00000175325,-0.13576356
PROP1,ENSG00000274382,-0.13576356
PROP1,ENSG00000280635,-0.13576356
PPFIA1,ENSG00000131626,-0.135761287
TPK1,ENSG00000196511,-0.135533693
PHETA1,ENSG00000198324,-0.135485749
GEMIN8,ENSG00000046647,-0.135418734
HYDIN,ENSG00000157423,-0.135404291
SLC6A12,ENSG00000111181,-0.135392324
BEX5,ENSG00000184515,-0.135015508
HTRA1,ENSG00000166033,-0.134938612
OR56B4,ENSG00000180919,-0.134891645
PCSK7,ENSG00000160613,-0.134850237
CACNA1S,ENSG00000081248,-0.13466613
TRPM5,ENSG00000070985,-0.134588264
HIST3H3,ENSG00000168148,-0.134536865
HIST3H3,ENSG00000285435,-0.134536865
VARS,ENSG00000224264,-0.133971807
VARS,ENSG00000227686,-0.133971807
VARS,ENSG00000231945,-0.133971807
VARS,ENSG00000226589,-0.133971807
VARS,ENSG00000231116,-0.133971807
VARS,ENSG00000204394,-0.133971807
VARS,ENSG00000096171,-0.133971807
HRASLS5,ENSG00000168004,-0.133926484
CFAP69,ENSG00000105792,-0.133886643
MED30,ENSG00000164758,-0.133534954
SLC35E2A,ENSG00000215790,-0.133479939
JHY,ENSG00000109944,-0.133467609
DOP1B,ENSG00000142197,-0.13321685
GTF2A2,ENSG00000140307,-0.133016027
SHKBP1,ENSG00000160410,-0.132915051
PIGF,ENSG00000151665,-0.13287226
GABBR2,ENSG00000136928,-0.132842109
TLL2,ENSG00000095587,-0.132831024
GNG12,ENSG00000172380,-0.13276885
GAS2L2,ENSG00000270765,-0.132757566
ALG13,ENSG00000101901,-0.132722732
KRTAP8-1,ENSG00000183640,-0.132580033
ZNF699,ENSG00000196110,-0.132578095
BCL2L10,ENSG00000137875,-0.132527868
HORMAD1,ENSG00000143452,-0.132430015
TNPO2,ENSG00000105576,-0.132360624
CALM3,ENSG00000160014,-0.13234308
CRELD2,ENSG00000184164,-0.132257766
XIRP1,ENSG00000168334,-0.1322155
MAN2A2,ENSG00000196547,-0.13218431
NAAA,ENSG00000138744,-0.132164668
PSMD5,ENSG00000095261,-0.132156759
TMEM206,ENSG00000065600,-0.131964051
NOG,ENSG00000183691,-0.131882679
FAM117B,ENSG00000138439,-0.131757261
DDI2,ENSG00000197312,-0.131623202
OR8K1,ENSG00000263328,-0.131459959
OR8K1,ENSG00000150261,-0.131459959
NGFR,ENSG00000064300,-0.131072857
OR9A2,ENSG00000179468,-0.13098462
OR9A2,ENSG00000273914,-0.13098462
GPD2,ENSG00000115159,-0.130931617
API5,ENSG00000166181,-0.130791126
RGS16,ENSG00000143333,-0.130559392
ZNF593,ENSG00000142684,-0.130550849
TECR,ENSG00000099797,-0.130418995
STXBP3,ENSG00000116266,-0.130357112
GAREM1,ENSG00000141441,-0.130158466
SIGLEC1,ENSG00000088827,-0.130098609
INCA1,ENSG00000196388,-0.130084148
PRR5,ENSG00000186654,-0.129929202
MAST2,ENSG00000086015,-0.12978624
ROMO1,ENSG00000125995,-0.129754364
SVOPL,ENSG00000157703,-0.129723435
GZMM,ENSG00000197540,-0.129459385
POC1A,ENSG00000164087,-0.12918602
CADM2,ENSG00000175161,-0.129078882
PMF1,ENSG00000160783,-0.129040317
HEPH,ENSG00000089472,-0.128964978
ARMC8,ENSG00000114098,-0.128677929
