"","seqnames","start","end","width","strand","score","pct_cons","peak","feature","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","symbol","genename"
"window_736675","chr11",10747500,10757500,10001,"*",64,25.3968253968254,"window_736675","9646",10751246,10801625,50380,"+",0,"overlapStart",0,"CTR9","CTR9 homolog, Paf1/RNA polymerase II complex component"
"window_736676","chr11",10750000,10760000,10001,"*",74,29.3650793650794,"window_736676","9646",10751246,10801625,50380,"+",0,"overlapStart",0,"CTR9","CTR9 homolog, Paf1/RNA polymerase II complex component"
"window_736677","chr11",10752500,10762500,10001,"*",63,25,"window_736677","9646",10751246,10801625,50380,"+",0,"inside",1253,"CTR9","CTR9 homolog, Paf1/RNA polymerase II complex component"
"window_736693","chr11",10792500,10802500,10001,"*",72,28.5714285714286,"window_736693","692223",10801467,10801608,142,"-",0,"includeFeature",0,"SNORD97","small nucleolar RNA, C/D box 97"
"window_736720","chr11",10860000,10870000,10001,"*",54,21.4285714285714,"window_736720","729013",10858179,10908972,50794,"+",0,"inside",1820,"ZBED5-AS1","ZBED5 antisense RNA 1"
"window_736720.1","chr11",10860000,10870000,10001,"*",54,21.4285714285714,"window_736720","58486",10812074,10858796,46723,"-",1203,"upstream",1203,"ZBED5","zinc finger BED-type containing 5"
"window_737175","chr11",11997500,12007500,10001,"*",57,22.6190476190476,"window_737175","27122",11956207,12009769,53563,"-",0,"inside",2268,"DKK3","dickkopf WNT signaling pathway inhibitor 3"
"window_737176","chr11",12000000,12010000,10001,"*",68,26.984126984127,"window_737176","27122",11956207,12009769,53563,"-",0,"overlapStart",0,"DKK3","dickkopf WNT signaling pathway inhibitor 3"
"window_737178","chr11",12005000,12015000,10001,"*",71,28.1746031746032,"window_737178","27122",11956207,12009769,53563,"-",0,"overlapStart",0,"DKK3","dickkopf WNT signaling pathway inhibitor 3"
"window_737179","chr11",12007500,12017500,10001,"*",64,25.3968253968254,"window_737179","27122",11956207,12009769,53563,"-",0,"overlapStart",0,"DKK3","dickkopf WNT signaling pathway inhibitor 3"
"window_737180","chr11",12010000,12020000,10001,"*",60,23.8095238095238,"window_737180","27122",11956207,12009769,53563,"-",230,"upstream",230,"DKK3","dickkopf WNT signaling pathway inhibitor 3"
"window_737209","chr11",12082500,12092500,10001,"*",75,29.7619047619048,"window_737209","9645",12094008,12358479,264472,"+",1507,"upstream",1507,"MICAL2","microtubule associated monooxygenase, calponin and LIM domain containing 2"
"window_737210","chr11",12085000,12095000,10001,"*",74,29.3650793650794,"window_737210","9645",12094008,12358479,264472,"+",0,"overlapStart",0,"MICAL2","microtubule associated monooxygenase, calponin and LIM domain containing 2"
"window_737211","chr11",12087500,12097500,10001,"*",72,28.5714285714286,"window_737211","9645",12094008,12358479,264472,"+",0,"overlapStart",0,"MICAL2","microtubule associated monooxygenase, calponin and LIM domain containing 2"
"window_737212","chr11",12090000,12100000,10001,"*",64,25.3968253968254,"window_737212","9645",12094008,12358479,264472,"+",0,"overlapStart",0,"MICAL2","microtubule associated monooxygenase, calponin and LIM domain containing 2"
"window_737237","chr11",12152500,12162500,10001,"*",61,24.2063492063492,"window_737237","102466906",12163683,12163767,85,"+",1182,"upstream",1182,"MIR6124","microRNA 6124"
"window_737238","chr11",12155000,12165000,10001,"*",57,22.6190476190476,"window_737238","102466906",12163683,12163767,85,"+",0,"includeFeature",0,"MIR6124","microRNA 6124"
"window_737239","chr11",12157500,12167500,10001,"*",53,21.031746031746,"window_737239","102466906",12163683,12163767,85,"+",0,"includeFeature",0,"MIR6124","microRNA 6124"
"window_737240","chr11",12160000,12170000,10001,"*",64,25.3968253968254,"window_737240","102466906",12163683,12163767,85,"+",0,"includeFeature",0,"MIR6124","microRNA 6124"
"window_737241","chr11",12162500,12172500,10001,"*",63,25,"window_737241","102466906",12163683,12163767,85,"+",0,"includeFeature",0,"MIR6124","microRNA 6124"
"window_737281","chr11",12262500,12272500,10001,"*",60,23.8095238095238,"window_737281","84953",12274314,12359144,84831,"+",1813,"upstream",1813,"MICALCL","MICAL C-terminal like"
"window_737282","chr11",12265000,12275000,10001,"*",64,25.3968253968254,"window_737282","84953",12274314,12359144,84831,"+",0,"overlapStart",0,"MICALCL","MICAL C-terminal like"
"window_737283","chr11",12267500,12277500,10001,"*",68,26.984126984127,"window_737283","84953",12274314,12359144,84831,"+",0,"overlapStart",0,"MICALCL","MICAL C-terminal like"
"window_737284","chr11",12270000,12280000,10001,"*",66,26.1904761904762,"window_737284","84953",12274314,12359144,84831,"+",0,"overlapStart",0,"MICALCL","MICAL C-terminal like"
"window_737285","chr11",12272500,12282500,10001,"*",71,28.1746031746032,"window_737285","84953",12274314,12359144,84831,"+",0,"overlapStart",0,"MICALCL","MICAL C-terminal like"
"window_737286","chr11",12275000,12285000,10001,"*",54,21.4285714285714,"window_737286","84953",12274314,12359144,84831,"+",0,"inside",685,"MICALCL","MICAL C-terminal like"
"window_737323","chr11",12367500,12377500,10001,"*",58,23.015873015873,"window_737323","55742",12377563,12535356,157794,"+",62,"upstream",62,"PARVA","parvin alpha"
"window_737325","chr11",12372500,12382500,10001,"*",72,28.5714285714286,"window_737325","55742",12377563,12535356,157794,"+",0,"overlapStart",0,"PARVA","parvin alpha"
"window_737328","chr11",12380000,12390000,10001,"*",58,23.015873015873,"window_737328","55742",12377563,12535356,157794,"+",0,"inside",2436,"PARVA","parvin alpha"
"window_737571","chr11",12987500,12997500,10001,"*",58,23.015873015873,"window_737571","100506305",12961541,12989597,28057,"-",0,"overlapStart",0,"LINC00958","long intergenic non-protein coding RNA 958"
"window_737683","chr11",13267500,13277500,10001,"*",56,22.2222222222222,"window_737683","406",13276652,13387266,110615,"+",0,"overlapStart",0,"ARNTL","aryl hydrocarbon receptor nuclear translocator like"
"window_737684","chr11",13270000,13280000,10001,"*",64,25.3968253968254,"window_737684","406",13276652,13387266,110615,"+",0,"overlapStart",0,"ARNTL","aryl hydrocarbon receptor nuclear translocator like"
"window_737685","chr11",13272500,13282500,10001,"*",52,20.6349206349206,"window_737685","406",13276652,13387266,110615,"+",0,"overlapStart",0,"ARNTL","aryl hydrocarbon receptor nuclear translocator like"
"window_737686","chr11",13275000,13285000,10001,"*",52,20.6349206349206,"window_737686","406",13276652,13387266,110615,"+",0,"overlapStart",0,"ARNTL","aryl hydrocarbon receptor nuclear translocator like"
"window_737757","chr11",13452500,13462500,10001,"*",60,23.8095238095238,"window_737757","84280",13388001,13463297,75297,"-",0,"inside",796,"BTBD10","BTB domain containing 10"
"window_738120","chr11",14360000,14370000,10001,"*",61,24.2063492063492,"window_738120","22800",14277922,14364506,86585,"-",0,"overlapStart",0,"RRAS2","RAS related 2"
"window_738230","chr11",14635000,14645000,10001,"*",55,21.8253968253968,"window_738230","5682",14493783,14643635,149853,"-",0,"overlapStart",0,"PSMA1","proteasome 20S subunit alpha 1"
"window_738230.1","chr11",14635000,14645000,10001,"*",55,21.8253968253968,"window_738230","5140",14643804,14872044,228241,"+",0,"overlapStart",0,"PDE3B","phosphodiesterase 3B"
"window_738231","chr11",14637500,14647500,10001,"*",53,21.031746031746,"window_738231","5682",14493783,14643635,149853,"-",0,"overlapStart",0,"PSMA1","proteasome 20S subunit alpha 1"
"window_738231.1","chr11",14637500,14647500,10001,"*",53,21.031746031746,"window_738231","5140",14643804,14872044,228241,"+",0,"overlapStart",0,"PDE3B","phosphodiesterase 3B"
"window_738232","chr11",14640000,14650000,10001,"*",51,20.2380952380952,"window_738232","5682",14493783,14643635,149853,"-",0,"overlapStart",0,"PSMA1","proteasome 20S subunit alpha 1"
"window_738232.1","chr11",14640000,14650000,10001,"*",51,20.2380952380952,"window_738232","5140",14643804,14872044,228241,"+",0,"overlapStart",0,"PDE3B","phosphodiesterase 3B"
"window_738233","chr11",14642500,14652500,10001,"*",52,20.6349206349206,"window_738233","5682",14493783,14643635,149853,"-",0,"overlapStart",0,"PSMA1","proteasome 20S subunit alpha 1"
"window_738233.1","chr11",14642500,14652500,10001,"*",52,20.6349206349206,"window_738233","5140",14643804,14872044,228241,"+",0,"overlapStart",0,"PDE3B","phosphodiesterase 3B"
"window_738328","chr11",14880000,14890000,10001,"*",72,28.5714285714286,"window_738328","120227",14877440,14892252,14813,"-",0,"inside",2251,"CYP2R1","cytochrome P450 family 2 subfamily R member 1"
"window_738330","chr11",14885000,14895000,10001,"*",75,29.7619047619048,"window_738330","120227",14877440,14892252,14813,"-",0,"overlapStart",0,"CYP2R1","cytochrome P450 family 2 subfamily R member 1"
"window_738331","chr11",14887500,14897500,10001,"*",73,28.968253968254,"window_738331","120227",14877440,14892252,14813,"-",0,"overlapStart",0,"CYP2R1","cytochrome P450 family 2 subfamily R member 1"
"window_738332","chr11",14890000,14900000,10001,"*",57,22.6190476190476,"window_738332","120227",14877440,14892252,14813,"-",0,"overlapStart",0,"CYP2R1","cytochrome P450 family 2 subfamily R member 1"
"window_739073","chr11",16742500,16752500,10001,"*",73,28.968253968254,"window_739073","55553",15966449,16739591,773143,"-",2908,"upstream",2908,"SOX6","SRY-box transcription factor 6"
"window_739179","chr11",17007500,17017500,10001,"*",52,20.6349206349206,"window_739179","144100",16777297,17014414,237118,"-",0,"overlapStart",0,"PLEKHA7","pleckstrin homology domain containing A7"
"window_739180","chr11",17010000,17020000,10001,"*",52,20.6349206349206,"window_739180","144100",16777297,17014414,237118,"-",0,"overlapStart",0,"PLEKHA7","pleckstrin homology domain containing A7"
"window_739181","chr11",17012500,17022500,10001,"*",51,20.2380952380952,"window_739181","144100",16777297,17014414,237118,"-",0,"overlapStart",0,"PLEKHA7","pleckstrin homology domain containing A7"
"window_739202","chr11",17065000,17075000,10001,"*",74,29.3650793650794,"window_739202","26822",17074654,17074744,91,"-",0,"includeFeature",0,"SNORD14A","small nucleolar RNA, C/D box 14A"
"window_739202.1","chr11",17065000,17075000,10001,"*",74,29.3650793650794,"window_739202","6207",17074388,17077715,3328,"-",0,"overlapEnd",2714,"RPS13","ribosomal protein S13"
"window_739208","chr11",17080000,17090000,10001,"*",61,24.2063492063492,"window_739208","6207",17074388,17077715,3328,"-",2284,"upstream",2284,"RPS13","ribosomal protein S13"
"window_739313","chr11",17342500,17352500,10001,"*",55,21.8253968253968,"window_739313","374383",17351800,17377341,25542,"+",0,"overlapStart",0,"NCR3LG1","natural killer cell cytotoxicity receptor 3 ligand 1"
"window_739314","chr11",17345000,17355000,10001,"*",67,26.5873015873016,"window_739314","374383",17351800,17377341,25542,"+",0,"overlapStart",0,"NCR3LG1","natural killer cell cytotoxicity receptor 3 ligand 1"
"window_739315","chr11",17347500,17357500,10001,"*",70,27.7777777777778,"window_739315","374383",17351800,17377341,25542,"+",0,"overlapStart",0,"NCR3LG1","natural killer cell cytotoxicity receptor 3 ligand 1"
"window_739331","chr11",17387500,17397500,10001,"*",64,25.3968253968254,"window_739331","3767",17385859,17389331,3473,"-",0,"overlapStart",0,"KCNJ11","potassium inwardly rectifying channel subfamily J member 11"
"window_739389","chr11",17532500,17542500,10001,"*",54,21.4285714285714,"window_739389","10083",17493895,17544416,50522,"-",0,"inside",1915,"USH1C","USH1 protein network component harmonin"
"window_739391","chr11",17537500,17547500,10001,"*",61,24.2063492063492,"window_739391","10083",17493895,17544416,50522,"-",0,"overlapStart",0,"USH1C","USH1 protein network component harmonin"
"window_739391.1","chr11",17537500,17547500,10001,"*",61,24.2063492063492,"window_739391","340990",17547373,17647150,99778,"+",0,"overlapStart",0,"OTOG","otogelin"
"window_739392","chr11",17540000,17550000,10001,"*",57,22.6190476190476,"window_739392","10083",17493895,17544416,50522,"-",0,"overlapStart",0,"USH1C","USH1 protein network component harmonin"
"window_739392.1","chr11",17540000,17550000,10001,"*",57,22.6190476190476,"window_739392","340990",17547373,17647150,99778,"+",0,"overlapStart",0,"OTOG","otogelin"
"window_739468","chr11",17730000,17740000,10001,"*",52,20.6349206349206,"window_739468","3746",17734774,17856804,122031,"+",0,"overlapStart",0,"KCNC1","potassium voltage-gated channel subfamily C member 1"
"window_739615","chr11",18097500,18107500,10001,"*",63,25,"window_739615","113174",18069935,18106087,36153,"-",0,"overlapStart",0,"SAAL1","serum amyloid A like 1"
"window_739616","chr11",18100000,18110000,10001,"*",51,20.2380952380952,"window_739616","113174",18069935,18106087,36153,"-",0,"overlapStart",0,"SAAL1","serum amyloid A like 1"
"window_739706","chr11",18325000,18335000,10001,"*",70,27.7777777777778,"window_739706","11234",18278668,18322198,43531,"-",2801,"upstream",2801,"HPS5","HPS5 biogenesis of lysosomal organelles complex 2 subunit 2"
"window_739706.1","chr11",18325000,18335000,10001,"*",70,27.7777777777778,"window_739706","2965",18322295,18367045,44751,"+",0,"inside",2704,"GTF2H1","general transcription factor IIH subunit 1"
"window_739726","chr11",18375000,18385000,10001,"*",51,20.2380952380952,"window_739726","100423016",18387787,18387860,74,"+",2786,"upstream",2786,"MIR3159","microRNA 3159"
"window_739727","chr11",18377500,18387500,10001,"*",51,20.2380952380952,"window_739727","100423016",18387787,18387860,74,"+",286,"upstream",286,"MIR3159","microRNA 3159"
"window_739728","chr11",18380000,18390000,10001,"*",51,20.2380952380952,"window_739728","100423016",18387787,18387860,74,"+",0,"includeFeature",0,"MIR3159","microRNA 3159"
"window_739786","chr11",18525000,18535000,10001,"*",65,25.7936507936508,"window_739786","7251",18468336,18526951,58616,"-",0,"overlapStart",0,"TSG101","tumor susceptibility 101"
"window_739807","chr11",18577500,18587500,10001,"*",61,24.2063492063492,"window_739807","55293",18529609,18588747,59139,"-",0,"inside",1246,"UEVLD","UEV and lactate/malate dehyrogenase domains"
"window_739807.1","chr11",18577500,18587500,10001,"*",61,24.2063492063492,"window_739807","100506540",18588781,18610255,21475,"+",1280,"upstream",1280,"SPTY2D1OS","SPTY2D1 opposite strand"
"window_739825","chr11",18622500,18632500,10001,"*",57,22.6190476190476,"window_739825","144108",18606403,18634791,28389,"-",0,"inside",2290,"SPTY2D1","SPT2 chromatin protein domain containing 1"
"window_739828","chr11",18630000,18640000,10001,"*",69,27.3809523809524,"window_739828","144108",18606403,18634791,28389,"-",0,"overlapStart",0,"SPTY2D1","SPT2 chromatin protein domain containing 1"
"window_739829","chr11",18632500,18642500,10001,"*",66,26.1904761904762,"window_739829","144108",18606403,18634791,28389,"-",0,"overlapStart",0,"SPTY2D1","SPT2 chromatin protein domain containing 1"
"window_739853","chr11",18692500,18702500,10001,"*",56,22.2222222222222,"window_739853","144110",18693122,18704785,11664,"+",0,"overlapStart",0,"TMEM86A","transmembrane protein 86A"
"window_739854","chr11",18695000,18705000,10001,"*",67,26.5873015873016,"window_739854","144110",18693122,18704785,11664,"+",0,"overlapEnd",1877,"TMEM86A","transmembrane protein 86A"
"window_739862","chr11",18715000,18725000,10001,"*",70,27.7777777777778,"window_739862","283284",18704305,18726230,21926,"-",0,"inside",1229,"IGSF22","immunoglobulin superfamily member 22"
"window_739863","chr11",18717500,18727500,10001,"*",66,26.1904761904762,"window_739863","283284",18704305,18726230,21926,"-",0,"overlapStart",0,"IGSF22","immunoglobulin superfamily member 22"
"window_739864","chr11",18720000,18730000,10001,"*",55,21.8253968253968,"window_739864","283284",18704305,18726230,21926,"-",0,"overlapStart",0,"IGSF22","immunoglobulin superfamily member 22"
"window_740024","chr11",19120000,19130000,10001,"*",64,25.3968253968254,"window_740024","54503",19117099,19176422,59324,"+",0,"inside",2900,"ZDHHC13","zinc finger DHHC-type palmitoyltransferase 13"
"window_740071","chr11",19237500,19247500,10001,"*",69,27.3809523809524,"window_740071","79733",19224063,19241620,17558,"-",0,"overlapStart",0,"E2F8","E2F transcription factor 8"
"window_740072","chr11",19240000,19250000,10001,"*",53,21.031746031746,"window_740072","79733",19224063,19241620,17558,"-",0,"overlapStart",0,"E2F8","E2F transcription factor 8"
"window_740279","chr11",19757500,19767500,10001,"*",54,21.4285714285714,"window_740279","100616426",19760004,19760083,80,"-",0,"includeFeature",0,"MIR4694","microRNA 4694"
"window_740280","chr11",19760000,19770000,10001,"*",55,21.8253968253968,"window_740280","100616426",19760004,19760083,80,"-",0,"includeFeature",0,"MIR4694","microRNA 4694"
"window_740281","chr11",19762500,19772500,10001,"*",54,21.4285714285714,"window_740281","100616426",19760004,19760083,80,"-",2416,"upstream",2416,"MIR4694","microRNA 4694"
"window_740391","chr11",20037500,20047500,10001,"*",66,26.1904761904762,"window_740391","100874014",20043846,20049303,5458,"-",0,"overlapEnd",1802,"NAV2-AS2","NAV2 antisense RNA 2"
"window_740392","chr11",20040000,20050000,10001,"*",51,20.2380952380952,"window_740392","100874014",20043846,20049303,5458,"-",0,"includeFeature",0,"NAV2-AS2","NAV2 antisense RNA 2"
"window_740394","chr11",20045000,20055000,10001,"*",52,20.6349206349206,"window_740394","100874014",20043846,20049303,5458,"-",0,"overlapStart",0,"NAV2-AS2","NAV2 antisense RNA 2"
"window_740395","chr11",20047500,20057500,10001,"*",52,20.6349206349206,"window_740395","100874014",20043846,20049303,5458,"-",0,"overlapStart",0,"NAV2-AS2","NAV2 antisense RNA 2"
"window_740396","chr11",20050000,20060000,10001,"*",54,21.4285714285714,"window_740396","100874014",20043846,20049303,5458,"-",696,"upstream",696,"NAV2-AS2","NAV2 antisense RNA 2"
"window_740526","chr11",20375000,20385000,10001,"*",55,21.8253968253968,"window_740526","10196",20387558,20509338,121781,"+",2557,"upstream",2557,"PRMT3","protein arginine methyltransferase 3"
"window_743317","chr11",27352500,27362500,10001,"*",51,20.2380952380952,"window_743317","91057",27330827,27363234,32408,"-",0,"inside",733,"CCDC34","coiled-coil domain containing 34"
"window_743318","chr11",27355000,27365000,10001,"*",61,24.2063492063492,"window_743318","91057",27330827,27363234,32408,"-",0,"overlapStart",0,"CCDC34","coiled-coil domain containing 34"
"window_743319","chr11",27357500,27367500,10001,"*",60,23.8095238095238,"window_743319","91057",27330827,27363234,32408,"-",0,"overlapStart",0,"CCDC34","coiled-coil domain containing 34"
"window_743320","chr11",27360000,27370000,10001,"*",51,20.2380952380952,"window_743320","91057",27330827,27363234,32408,"-",0,"overlapStart",0,"CCDC34","coiled-coil domain containing 34"
"window_743321","chr11",27362500,27372500,10001,"*",53,21.031746031746,"window_743321","91057",27330827,27363234,32408,"-",0,"overlapStart",0,"CCDC34","coiled-coil domain containing 34"
"window_743360","chr11",27460000,27470000,10001,"*",65,25.7936507936508,"window_743360","105376671",27471729,27482433,10705,"+",1728,"upstream",1728,"LGR4-AS1","LGR4 antisense RNA 1"
"window_743360.1","chr11",27460000,27470000,10001,"*",65,25.7936507936508,"window_743360","55366",27365961,27472790,106830,"-",0,"inside",2789,"LGR4","leucine rich repeat containing G protein-coupled receptor 4"
"window_743374","chr11",27495000,27505000,10001,"*",69,27.3809523809524,"window_743374","55327",27494418,27506769,12352,"-",0,"inside",1768,"LIN7C","lin-7 homolog C, crumbs cell polarity complex component"
"window_743374.1","chr11",27495000,27505000,10001,"*",69,27.3809523809524,"window_743374","497258",27506830,27698231,191402,"+",1829,"upstream",1829,"BDNF-AS","BDNF antisense RNA"
"window_743375","chr11",27497500,27507500,10001,"*",72,28.5714285714286,"window_743375","55327",27494418,27506769,12352,"-",0,"overlapStart",0,"LIN7C","lin-7 homolog C, crumbs cell polarity complex component"
"window_743375.1","chr11",27497500,27507500,10001,"*",72,28.5714285714286,"window_743375","497258",27506830,27698231,191402,"+",0,"overlapStart",0,"BDNF-AS","BDNF antisense RNA"
"window_743379","chr11",27507500,27517500,10001,"*",67,26.5873015873016,"window_743379","55327",27494418,27506769,12352,"-",730,"upstream",730,"LIN7C","lin-7 homolog C, crumbs cell polarity complex component"
"window_743379.1","chr11",27507500,27517500,10001,"*",67,26.5873015873016,"window_743379","497258",27506830,27698231,191402,"+",0,"inside",669,"BDNF-AS","BDNF antisense RNA"
"window_743379.2","chr11",27507500,27517500,10001,"*",67,26.5873015873016,"window_743379","102465881",27514970,27515047,78,"-",0,"includeFeature",0,"MIR8087","microRNA 8087"
"window_743380","chr11",27510000,27520000,10001,"*",68,26.984126984127,"window_743380","102465881",27514970,27515047,78,"-",0,"includeFeature",0,"MIR8087","microRNA 8087"
"window_743381","chr11",27512500,27522500,10001,"*",58,23.015873015873,"window_743381","102465881",27514970,27515047,78,"-",0,"includeFeature",0,"MIR8087","microRNA 8087"
"window_743594","chr11",28045000,28055000,10001,"*",68,26.984126984127,"window_743594","693195",28056815,28056910,96,"+",1814,"upstream",1814,"MIR610","microRNA 610"
"window_743595","chr11",28047500,28057500,10001,"*",53,21.031746031746,"window_743595","693195",28056815,28056910,96,"+",0,"includeFeature",0,"MIR610","microRNA 610"
"window_743596","chr11",28050000,28060000,10001,"*",53,21.031746031746,"window_743596","693195",28056815,28056910,96,"+",0,"includeFeature",0,"MIR610","microRNA 610"
"window_743597","chr11",28052500,28062500,10001,"*",53,21.031746031746,"window_743597","693195",28056815,28056910,96,"+",0,"includeFeature",0,"MIR610","microRNA 610"
"window_744922","chr11",31365000,31375000,10001,"*",62,24.6031746031746,"window_744922","341019",30830369,31369810,539442,"-",0,"overlapStart",0,"DCDC1","doublecortin domain containing 1"
"window_744922.1","chr11",31365000,31375000,10001,"*",62,24.6031746031746,"window_744922","120526",31369840,31432835,62996,"+",0,"overlapStart",0,"DNAJC24","DnaJ heat shock protein family (Hsp40) member C24"
"window_744923","chr11",31367500,31377500,10001,"*",73,28.968253968254,"window_744923","341019",30830369,31369810,539442,"-",0,"overlapStart",0,"DCDC1","doublecortin domain containing 1"
"window_744923.1","chr11",31367500,31377500,10001,"*",73,28.968253968254,"window_744923","120526",31369840,31432835,62996,"+",0,"overlapStart",0,"DNAJC24","DnaJ heat shock protein family (Hsp40) member C24"
"window_744925","chr11",31372500,31382500,10001,"*",59,23.4126984126984,"window_744925","341019",30830369,31369810,539442,"-",2689,"upstream",2689,"DCDC1","doublecortin domain containing 1"
"window_744925.1","chr11",31372500,31382500,10001,"*",59,23.4126984126984,"window_744925","120526",31369840,31432835,62996,"+",0,"inside",2659,"DNAJC24","DnaJ heat shock protein family (Hsp40) member C24"
"window_744975","chr11",31497500,31507500,10001,"*",71,28.1746031746032,"window_744975","196294",31432401,31509645,77245,"-",0,"inside",2144,"IMMP1L","inner mitochondrial membrane peptidase subunit 1"
"window_744975.1","chr11",31497500,31507500,10001,"*",71,28.1746031746032,"window_744975","26610",31509755,31790324,280570,"+",2254,"upstream",2254,"ELP4","elongator acetyltransferase complex subunit 4"
"window_744979","chr11",31507500,31517500,10001,"*",55,21.8253968253968,"window_744979","196294",31432401,31509645,77245,"-",0,"overlapStart",0,"IMMP1L","inner mitochondrial membrane peptidase subunit 1"
"window_744979.1","chr11",31507500,31517500,10001,"*",55,21.8253968253968,"window_744979","26610",31509755,31790324,280570,"+",0,"overlapStart",0,"ELP4","elongator acetyltransferase complex subunit 4"
"window_745346","chr11",32425000,32435000,10001,"*",53,21.031746031746,"window_745346","51352",32435518,32458769,23252,"+",517,"upstream",517,"WT1-AS","WT1 antisense RNA"
"window_745346.1","chr11",32425000,32435000,10001,"*",53,21.031746031746,"window_745346","7490",32387775,32435885,48111,"-",0,"inside",884,"WT1","WT1 transcription factor"
"window_745534","chr11",32895000,32905000,10001,"*",64,25.3968253968254,"window_745534","79832",32892820,32993316,100497,"+",0,"inside",2179,"QSER1","glutamine and serine rich 1"
"window_745602","chr11",33065000,33075000,10001,"*",53,21.031746031746,"window_745602","283267",33076149,33079454,3306,"+",1148,"upstream",1148,"LINC00294","long intergenic non-protein coding RNA 294"
"window_745605","chr11",33072500,33082500,10001,"*",59,23.4126984126984,"window_745605","283267",33076149,33079454,3306,"+",0,"includeFeature",0,"LINC00294","long intergenic non-protein coding RNA 294"
"window_745606","chr11",33075000,33085000,10001,"*",64,25.3968253968254,"window_745606","283267",33076149,33079454,3306,"+",0,"includeFeature",0,"LINC00294","long intergenic non-protein coding RNA 294"
"window_745607","chr11",33077500,33087500,10001,"*",66,26.1904761904762,"window_745607","283267",33076149,33079454,3306,"+",0,"overlapEnd",1350,"LINC00294","long intergenic non-protein coding RNA 294"
"window_745636","chr11",33150000,33160000,10001,"*",53,21.031746031746,"window_745636","338739",33161657,33191598,29942,"+",1656,"upstream",1656,"CSTF3-DT","CSTF3 divergent transcript"
"window_745636.1","chr11",33150000,33160000,10001,"*",53,21.031746031746,"window_745636","1479",33077188,33162371,85184,"-",0,"inside",2370,"CSTF3","cleavage stimulation factor subunit 3"
"window_745637","chr11",33152500,33162500,10001,"*",60,23.8095238095238,"window_745637","338739",33161657,33191598,29942,"+",0,"overlapStart",0,"CSTF3-DT","CSTF3 divergent transcript"
"window_745637.1","chr11",33152500,33162500,10001,"*",60,23.8095238095238,"window_745637","1479",33077188,33162371,85184,"-",0,"overlapStart",0,"CSTF3","cleavage stimulation factor subunit 3"
"window_745638","chr11",33155000,33165000,10001,"*",67,26.5873015873016,"window_745638","338739",33161657,33191598,29942,"+",0,"overlapStart",0,"CSTF3-DT","CSTF3 divergent transcript"
"window_745638.1","chr11",33155000,33165000,10001,"*",67,26.5873015873016,"window_745638","1479",33077188,33162371,85184,"-",0,"overlapStart",0,"CSTF3","cleavage stimulation factor subunit 3"
"window_745639","chr11",33157500,33167500,10001,"*",60,23.8095238095238,"window_745639","338739",33161657,33191598,29942,"+",0,"overlapStart",0,"CSTF3-DT","CSTF3 divergent transcript"
"window_745639.1","chr11",33157500,33167500,10001,"*",60,23.8095238095238,"window_745639","1479",33077188,33162371,85184,"-",0,"overlapStart",0,"CSTF3","cleavage stimulation factor subunit 3"
"window_745640","chr11",33160000,33170000,10001,"*",59,23.4126984126984,"window_745640","338739",33161657,33191598,29942,"+",0,"overlapStart",0,"CSTF3-DT","CSTF3 divergent transcript"
"window_745640.1","chr11",33160000,33170000,10001,"*",59,23.4126984126984,"window_745640","1479",33077188,33162371,85184,"-",0,"overlapStart",0,"CSTF3","cleavage stimulation factor subunit 3"
"window_745871","chr11",33737500,33747500,10001,"*",69,27.3809523809524,"window_745871","966",33698261,33736491,38231,"-",1008,"upstream",1008,"CD59","CD59 molecule (CD59 blood group)"
"window_745882","chr11",33765000,33775000,10001,"*",62,24.6031746031746,"window_745882","26273",33740939,33774543,33605,"-",0,"overlapStart",0,"FBXO3","F-box protein 3"
"window_745882.1","chr11",33765000,33775000,10001,"*",62,24.6031746031746,"window_745882","101928440",33774699,33775670,972,"+",0,"overlapStart",0,"FBXO3-DT","FBXO3 divergent transcript"
"window_745883","chr11",33767500,33777500,10001,"*",61,24.2063492063492,"window_745883","26273",33740939,33774543,33605,"-",0,"overlapStart",0,"FBXO3","F-box protein 3"
"window_745883.1","chr11",33767500,33777500,10001,"*",61,24.2063492063492,"window_745883","101928440",33774699,33775670,972,"+",0,"includeFeature",0,"FBXO3-DT","FBXO3 divergent transcript"
"window_745884","chr11",33770000,33780000,10001,"*",60,23.8095238095238,"window_745884","26273",33740939,33774543,33605,"-",0,"overlapStart",0,"FBXO3","F-box protein 3"
"window_745884.1","chr11",33770000,33780000,10001,"*",60,23.8095238095238,"window_745884","101928440",33774699,33775670,972,"+",0,"includeFeature",0,"FBXO3-DT","FBXO3 divergent transcript"
"window_745885","chr11",33772500,33782500,10001,"*",58,23.015873015873,"window_745885","26273",33740939,33774543,33605,"-",0,"overlapStart",0,"FBXO3","F-box protein 3"
"window_745885.1","chr11",33772500,33782500,10001,"*",58,23.015873015873,"window_745885","101928440",33774699,33775670,972,"+",0,"includeFeature",0,"FBXO3-DT","FBXO3 divergent transcript"
"window_745886","chr11",33775000,33785000,10001,"*",58,23.015873015873,"window_745886","26273",33740939,33774543,33605,"-",456,"upstream",456,"FBXO3","F-box protein 3"
